Comuna,Numero_de_Barberias_2019,Numero_de_Barberias_2020,Numero_de_Barberias_2021,Numero_de_Barberias_2022,Cant_Casos_Policiales_2019,Cant_Casos_Policiales_2020,Cant_Casos_Policiales_2021,Cant_Casos_Policiales_2022
Santiago,853,803,1034,1047,85810,54378,61951,66970
